datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.7,0,-18.6600,-57.2550,59.7
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,3.8,0,-18.2520,-56.4770,23.4
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.8,0,-18.6390,-57.2590,28.7
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.7,0,-18.6360,-57.2460,15
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.6,0,-18.6490,-57.2570,95.4
2021/01/09 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.7,0,-18.6470,-57.2440,80.5
2021/01/11 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0,-18.6610,-57.2650,14.2
2021/01/11 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0,-18.6430,-57.2680,36.9
2021/01/11 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0,-18.6490,-57.2470,17.9
2021/01/11 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0,-18.6410,-57.2590,32.8
2021/01/30 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,1.6,0,-18.6400,-57.2570,28
2021/02/02 17:00:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1.7,0,-18.6600,-56.0660,27.5
2021/02/09 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.1,0.1,-19.2440,-57.1930,60.4
2021/02/09 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.2,-18.5550,-55.7330,14.5
2021/02/09 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.1,0.1,-19.2540,-57.1870,33
2021/02/09 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.1,0.1,-19.2560,-57.2090,63.2
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.2,-18.8220,-57.1170,26.1
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1,0.3,-17.9720,-56.3850,23.5
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1,0.3,-17.9630,-56.3860,72.1
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,-999,-18.1810,-56.6180,6.2
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1,0.4,-17.9710,-56.3750,30.9
2021/02/21 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0.5,0.5,-18.4930,-55.9140,9.9
2021/02/23 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,0.2,-18.6600,-56.0610,16.4
2021/02/25 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,3.3,0.7,-19.3740,-57.4530,25
2021/02/28 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0.1,-17.9520,-56.3940,8.1
2021/02/28 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0.1,-17.9510,-56.3840,10.4
2021/03/02 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.6,-18.2510,-56.2710,9.1
2021/03/02 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.1,-18.6230,-57.2410,11.4
2021/03/03 18:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-17.9440,-56.3610,37.6
2021/03/13 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.5,0.4,-17.9620,-56.3960,17.6
2021/03/13 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0.3,0.3,-17.9500,-57.4270,29.7
2021/03/22 17:00:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-18.6530,-56.0590,26.4
2021/03/22 17:00:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-18.5870,-55.9540,33.4
2021/03/25 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.1,-18.5880,-55.7720,47.7
2021/03/25 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.1,-18.5850,-55.7530,31.2
2021/03/25 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0,-18.5770,-55.7640,19.7
2021/03/25 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0,-18.5760,-55.7540,72.4
2021/03/27 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.1,-18.5750,-55.7600,14
2021/03/29 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.8,-18.0790,-56.1220,12.6
2021/03/29 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.8,-18.0770,-56.1050,16.6
2021/03/31 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0,0.4,-18.5810,-55.6400,26.8
2021/03/31 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0,0.5,-18.5840,-55.6630,26.9
2021/04/01 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0.2,0.3,-19.2750,-56.1500,11.1
2021/04/01 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,0.8,-18.8440,-55.8630,9.8
2021/04/03 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,0.9,-18.9940,-55.7180,6.2
2021/04/09 16:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,1.8,0.1,-18.5750,-55.6420,40.7
2021/04/12 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,0.2,0.3,-19.2780,-56.1510,19.1
2021/04/14 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-18.0290,-55.9120,11.3
2021/04/14 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-18.0260,-55.9240,16.5
2021/04/15 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1.6,0.6,-18.8510,-55.8800,9.2
2021/04/15 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,1.8,0.6,-18.8480,-55.8640,13.9
2021/04/15 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0.2,0.4,-18.6440,-56.0710,29.2
2021/04/16 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.5,-18.6580,-56.0580,33.7
2021/04/16 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.5,-18.6560,-56.0530,35.4
2021/04/16 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,1.7,0.5,-18.0590,-56.0990,27.8
2021/04/19 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0.1,1,-18.3530,-55.4360,11.5
2021/04/21 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,1,-19.3960,-57.6830,17.2
2021/04/21 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.9,-19.1860,-56.0060,13.5
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.7,-18.0080,-55.6780,13.8
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.3,-18.4840,-56.0210,19.2
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-19.1960,-56.0140,8.8
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.3,-19.1870,-56.0160,13.1
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.1,0.9,-18.4940,-56.0190,12.3
2021/04/28 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.7,-18.0070,-55.6680,16.8
